Post Office Name,ÊPincode,Districts Name,City Name,State,
Rajartilla,Ê788705,Karimganj,Karimganj,Assam,
Rajgarh,Ê786611,Dibrugarh,Dibrugarh,Assam,
Rajmai,Ê785672,Sibsagar,Sibsagar,Assam,
Ramkrishnanagar,Ê788166,Karimganj,Karimganj,Assam,
Rampur,Ê781132,Kamrup,Guwahati,Assam,
Rangachakua,Ê784185,Sonitpur,Tezpur,Assam,
Rangagorah,Ê786147,Dibrugarh,Dibrugarh,Assam,
Rangapara,Ê784505,Sonitpur,Rangapara,Assam,
Rangia,Ê781354,Kamrup,Rangia,Assam,
Rangia R S,Ê781365,Kamrup,Guwahati,Assam,
Rangirkhari,Ê788005,Chacher,Silchar,Assam,
Rangpur Nagar,Ê785640,Sibsagar,Sibsagar,Assam,
Rani,Ê781131,Kamrup,Guwahati,Assam,
Ratanpur Road,Ê788155,Chacher,Silchar,Assam,
Rehabari,Ê781008,Kamrup,Guwahati,Assam,
Retabari,Ê788735,Karimganj,Karimganj,Assam,
Revenue Building,Ê786003,Dibrugarh,Dibrugarh,Assam,
Rongjuli,Ê783130,Goalpara,Goalpara,Assam,
Rongpur,Ê788009,Chacher,Silchar,Assam,
Rosekandi,Ê788117,Chacher,Silchar,Assam,
Rowta,Ê784508,Darranga,Mangaldoi,Assam,
Rupahi,Ê782125,Nagaon,Nagaon,Assam,
Rupai Siding,Ê786153,Dibrugarh,Dibrugarh,Assam,
Sadarasi,Ê788716,Karimganj,Karimganj,Assam,
Sadiya,Ê786155,Dibrugarh,Dibrugarh,Assam,
Sadiya,Ê786155,Tinsukia,Tinsukia,Assam,
Saikhowaghat,Ê786154,Dibrugarh,Dibrugarh,Assam,
Sakti Ashram,Ê783374,Kokrajhar,Kokrajhar,Assam,
Salana,Ê782139,Nagaon,Nagaon,Assam,
Salchopra,Ê788814,Chacher,Silchar,Assam,
Salmara North,Ê783383,Goalpara,Goalpara,Assam,
Salmara South,Ê783127,Dhubri,Dhubri,Assam,
Salonibari,Ê784104,Sonitpur,Tezpur,Assam,
Samaguri,Ê782140,Nagaon,Nagaon,Assam,
Sanekuchi,Ê781350,Nalbari,Nalbari,Assam,
Santak,Ê785687,Sibsagar,Sibsagar,Assam,
Santinagar,Ê781314,Barpeta,Barpeta,Assam,
Santinagar,Ê783301,Dhubri,Dhubri,Assam,
Sapatgram,Ê783337,Kokrajhar,Sapatgram,Assam,
Sapekhati,Ê785692,Dhemaji,Dhemaji,Assam,
Sarfanguri,Ê783346,Kokrajhar,Kokrajhar,Assam,
Sarthebari,Ê781307,Barpeta,Sarthebari,Assam,
Sarupathar,Ê785601,Jorhat,Sarupathar,Assam,
Sarupeta,Ê781318,Barpeta,Barpeta,Assam,
Satgaon,Ê781027,Kamrup,Guwahati,Assam,
Satrasal,Ê783338,Dhubri,Dhubri,Assam,
Selenghat,Ê785636,Jorhat,Jorhat,Assam,
Senairam Bazar,Ê786125,Dibrugarh,Dibrugarh,Assam,
Senchowa,Ê782010,Nagaon,Nagaon,Assam,
Sepon,Ê785673,Sibsagar,Sibsagar,Assam,
Sibsagar,Ê785640,Sibsagar,Sibsagar,Assam,
Sidli,Ê783373,Bongaigaon,Bongaigaon,Assam,
Silapathar,Ê787059,Lakhimpur,Silapathar,Assam,
Silchar,Ê788001,Chacher,Silchar,Assam,
Silchar Medical College,Ê788014,Chacher,Silchar,Assam,
Silchar Regional,Ê788014,Chacher,Silchar,Assam,
Silghat,Ê782143,Nagaon,Nagaon,Assam,
Silpukhuri,Ê781003,Kamrup,Guwahati,Assam,
Simaluguri,Ê785686,Sibsagar,Sibsagar,Assam,
Singimari,Ê782130,Nagaon,Nagaon,Assam,
Singra,Ê781135,Kamrup,Guwahati,Assam,
Singri,Ê784120,Sonitpur,Tezpur,Assam,
Sipajhar,Ê784145,Darranga,Mangaldoi,Assam,
Sirajuli,Ê784117,Darranga,Mangaldoi,Assam,
Sissibargaon,Ê786110,Dhemaji,Dhemaji,Assam,
Soalkuchi,Ê781103,Kamrup,Guwahati,Assam,
Solmara,Ê781338,Nalbari,Nalbari,Assam,
Sonabarighat,Ê788013,Chacher,Silchar,Assam,
Sonaimukh,Ê788119,Chacher,Silchar,Assam,
Sonari,Ê785690,Sibsagar,Sonari,Assam,
Sonitpur,Ê784001,Sonitpur,Tezpur,Assam,
Sootea,Ê784175,Sonitpur,Tezpur,Assam,
Sorbhog,Ê781317,Barpeta,Barpeta,Assam,
Srigauri,Ê788702,Karimganj,Karimganj,Assam,
Sripuria,Ê786145,Dibrugarh,Dibrugarh,Assam,
Srirampur,Ê783361,Kokrajhar,Kokrajhar,Assam,
Subhashnagar,Ê788710,Karimganj,Karimganj,Assam,
Suffry,Ê785689,Sibsagar,Sibsagar,Assam,
Sukhanpukhuri,Ê786146,Dibrugarh,Dibrugarh,Assam,
Sukreting,Ê786159,Dibrugarh,Dibrugarh,Assam,
Sunapur,Ê782402,Kamrup,Guwahati,Assam,
Talap,Ê786159,Dibrugarh,Dibrugarh,Assam,
Tamarhat,Ê783332,Kokrajhar,Kokrajhar,Assam,
Tambulpur,Ê781367,Nalbari,Nalbari,Assam,
Tamulichiga,Ê785682,Sibsagar,Sibsagar,Assam,
Tangla,Ê784521,Darranga,Tangla,Assam,
Tarajan,Ê785001,Jorhat,Jorhat,Assam,
Tarapur,Ê788003,Chacher,Silchar,Assam,
Tengakhat,Ê786103,Lakhimpur,North Lakhimpur,Assam,
Teok,Ê785112,Golaghat,Golaghat,Assam,
Teokghat,Ê785694,Golaghat,Golaghat,Assam,
Tetonbari,Ê784171,Sonitpur,Tezpur,Assam,
Tezpur,Ê784001,Sonitpur,Tezpur,Assam,
Tezpur Bazar,Ê784001,Sonitpur,Tezpur,Assam,
Thakurbari,Ê784503,Sonitpur,Tezpur,Assam,
Thakurbazar,Ê781301,Barpeta,Barpeta,Assam,
Thamana,Ê781377,Nalbari,Nalbari,Assam,
Thelamara,Ê784149,Sonitpur,Tezpur,Assam,
Tihu,Ê781371,Nalbari,Tihu,Assam,
Tinali Panigaon,Ê782001,Nagaon,Nagaon,Assam,
Tingkong,Ê786612,Dibrugarh,Dibrugarh,Assam,
Tinsukia,Ê786125,Dibrugarh,Tinsukia,Assam,
Tinsukia HO,Ê786125,Tinsukia,Tinsukia,Assam,
Tinthengia,Ê786052,Dibrugarh,Dibrugarh,Assam,
Titabar,Ê785630,Jorhat,Jorhat,Assam,
Titagur,Ê783374,Kokrajhar,Kokrajhar,Assam,
Towkok,Ê785695,Sibsagar,Sibsagar,Assam,
Udalguri,Ê784509,Sonitpur,Udalguri,Assam,
Udarbond,Ê788030,Chacher,Silchar,Assam,
Ulubari,Ê781007,Kamrup,Guwahati,Assam,
Vernerpur,Ê788167,Chacher,Silchar,Assam,
Vivekananda Road,Ê788007,Chacher,Silchar,Assam,
Abas Store,Ê841301,Saran,Saran,Bihar,
Accounts Patna,Ê800019,Patna,Patna,Bihar,
Adampur,Ê812001,Bhagalpur,Bhagalpur,Bihar,
Adapur,Ê845301,Purba Champaran,Motihari,Bihar,
Adhaura,Ê821116,Kaimur,Kaimur,Bihar,
Adhaura,Ê821116,Kaimur,Kaimur,Bihar,
Agarwa,Ê845401,Purba Champaran,Motihari,Bihar,
Agion,Ê802201,Bhojpur,Arrah,Bihar,
Agion Bazar,Ê802202,Bhojpur,Arrah,Bihar,
Agrawaltoli,Ê841226,Siwan,Siwan,Bihar,
Ahiari,Ê847309,Madhubani,Madhubani,Bihar,
Ahiyapur,Ê843131,Muzaffarpur,Muzaffarpur,Bihar,
Ahmadpur,Ê848507,Samastipur,Samastipur,Bihar,
Ajagari,Ê845485,Muzaffarpur,Muzaffarpur,Bihar,
Akbar Nagar,Ê813223,Bhagalpur,Bhagalpur,Bihar,
Akhlaspur,Ê821124,Rohtas,Sasara,Bihar,
Akhouri Bazar,Ê821301,Rohtas,Sasara,Bihar,
Akhta,Ê843351,Sitamarhi,Sitamarhi,Bihar,
Akhtiarpur,Ê848111,Samastipur,Samastipur,Bihar,
Alawalpur,Ê803203,Patna,Patna,Bihar,
Aliganj,Ê812005,Kishanganj,Dighalbank,Bihar,
Aliganj,Ê811301,Kishanganj,Kishanganj,Bihar,
Alinagar,Ê803101,Nalanda,Biharsharif,Bihar,
Alinagar,Ê803101,Nalanda,Biharsharif,Bihar,
Amaon,Ê821121,Rohtas,Sasara,Bihar,
Amarpur,Ê813101,Bhagalpur,Amarpur,Bihar,
Amarpur,Ê813101,Bhagalpur,Bhagalpur,Bihar,
Amarpura,Ê801117,Patna,Patna,Bihar,
Amas,Ê824212,Gaya,Gaya,Bihar,
Amas,Ê824212,Gaya,Gaya,Bihar,
Amba,Ê824111,Banka,Banka,Bihar,
Amber,Ê803101,Nalanda,Biharsharif,Bihar,
Amdabad,Ê854123,Katihar, Katihar,Bihar,
Amgola,Ê842002,Muzaffarpur,Muzaffarpur,Bihar,
Amhara,Ê801118,Patna,Patna,Bihar,
Amhara,Ê854357,Purnia,Purnia,Bihar,
Ami,Ê841251,Saran,Saran,Bihar,
Amjhore,Ê821302,Rohtas,Sasara,Bihar,
Amnour,Ê841401,Saran,Saran,Bihar,
Amodai,Ê845487,Purba Champaran,Motihari,Bihar,
Amolwa,Ê845484,West Champaran,Betia,Bihar,
Amour,Ê854319,Purnia,Purnia,Bihar,
Amour,Ê854319,Purnia,Purnia,Bihar,
Amua,Ê843337,Sitamarhi,Sitamarhi,Bihar,
Anandpur,Ê847101,Darbhanga,Darbhanga,Bihar,
Anandpur Homeguard Centre,Ê801101,Patna,Patna,Bihar,
Andar,Ê841231,Saran,Saran,Bihar,
Andar,Ê841231,Saran,Saran,Bihar,
Andhra,Ê847401,Madhubani,Madhubani,Bihar,
Angarghat,Ê848112,Samastipur,Samastipur,Bihar,
Anirudh Belsar,Ê844111,Vaishali,Hazipur,Bihar,
Anisabad,Ê800002,Patna,Patna,Bihar,
Anti,Ê824126,Aurangabad,Aurangabad,Bihar,
Anugrahpuri Colony,Ê823001,Gaya,Gaya,Bihar,
Aphar,Ê841402,Saran,Saran,Bihar,
Arak,Ê802111,Bhojpur,Arrah,Bihar,
Araria,Ê854311,Araria,Araria,Bihar,
Araria,Ê854311,Araria,Araria,Bihar,
Araria R S,Ê854312,Araria,Araria,Bihar,
Araura,Ê824215,Gaya,Gaya,Bihar,
Arehat,Ê847222,Madhubani,Madhubani,Bihar,
Areraj,Ê845411,West Champaran,Areraj,Bihar,
Arrah,Ê802301,Bhojpur,Arrah,Bihar,
Arrah Chowk,Ê802301,Bhojpur,Arrah,Bihar,
Arrah Kutchery,Ê802301,Bhojpur,Arrah,Bihar,
Arwal,Ê804401,Jahanabad,Jahanabad,Bihar,
Asarganj,Ê813201,Munger,Asarganj,Bihar,
Asc Centre,Ê823005,Gaya,Gaya,Bihar,
Ashanagar,Ê803118,Nalanda,Biharsharif,Bihar,
Ashok Nagar L West,Ê800020,Patna,Patna,Bihar,
Asta,Ê803120,Nalanda,Biharsharif,Bihar,
Asthawan,Ê803107,Nalanda,Biharsharif,Bihar,
Athari,Ê843311,Sitamarhi,Sitamarhi,Bihar,
Athmalgola,Ê803211,Patna,Patna,Bihar,
Athmalgola,Ê803211,Patna,Patna,Bihar,
Aura,Ê848217,Samastipur,Samastipur,Bihar,
Aurahihinjua,Ê854346,Purnia,Purnia,Bihar,
Aurai,Ê843312,Muzaffarpur,Muzaffarpur,Bihar,
Aurai,Ê843312,Muzaffarpur,Muzaffarpur,Bihar,
Auraiya,Ê845310,West Champaran,Betia,Bihar,
Aurangabad,Ê824101,Aurangabad,Aurangabad,Bihar,
Aurangabad,Ê824101,Aurangabad,Aurangabad,Bihar,
Aurangabad,Ê824102,Aurangabad,Aurangabad,Bihar,
Aurangabad,Ê824102,Aurangabad,Aurangabad,Bihar,
Aurangabad Kutchery,Ê824101,Aurangabad,Aurangabad,Bihar,
Auria,Ê813114,Bhagalpur,Bhagalpur,Bihar,
Ayer,Ê805135,Gaya,Gaya,Bihar,
Ayodhyaganj Bazar,Ê854101,Katihar, Katihar,Bihar,
Azam Nagar,Ê855122,Purnia,Purnia,Bihar,
B M P Camp,Ê821307,Rohtas,Sasara,Bihar,
B M P Vi,Ê842002,Muzaffarpur,Muzaffarpur,Bihar,
Babhangawa,Ê843339,Sitamarhi,Sitamarhi,Bihar,
Babhni Bhelwa,Ê852154,Saharsa,Saharsa,Bihar,
Babubarhi,Ê847224,Madhubani,Madhubani,Bihar,
Babura,Ê802172,Bhojpur,Arrah,Bihar,
Bachwara,Ê851111,Begusarai,Begusarai,Bihar,
Bagaha,Ê845101,West Champaran,Bagaha,Bihar,
Bagaha,Ê845101,West Champaran,Betia,Bihar,
Bagahi Ratanpura,Ê845461,Purba Champaran,Motihari,Bihar,
Bagaura,Ê841404,Siwan,Siwan,Bihar,
Bagduma,Ê813117,Bhagalpur,Bhagalpur,Bihar,
Baghi,Ê844112,Muzaffarpur,Muzaffarpur,Bihar,
Baghnagri,Ê843139,Muzaffarpur,Muzaffarpur,Bihar,
Baghra,Ê848506,Samastipur,Samastipur,Bihar,
Bahadurganj,Ê855101,Kishanganj,Bahadurganj,Bihar,
Bahadurpur,Ê847113,Darbhanga,Darbhanga,Bihar,
Bahadurpur,Ê847113,Darbhanga,Darbhanga,Bihar,
Bahera,Ê847201,Madhubani,Madhubani,Bihar,
Bahera,Ê845108,West Champaran,Betia,Bihar,
Baheri,Ê847105,Darbhanga,Darbhanga,Bihar,
Baheri,Ê847105,Darbhanga,Darbhanga,Bihar,
Bahilwara Gobind,Ê844132,Vaishali,Hazipur,Bihar,
Bahuara,Ê844510,Vaishali,Hazipur,Bihar,
Baidalpur,Ê844510,Vaishali,Hazipur,Bihar,
Baidrabad,Ê804402,Jahanabad,Jahanabad,Bihar,
Baijani,Ê813112,Bhagalpur,Bhagalpur,Bihar,
Baikathpur,Ê803205,Sheikhpura,Sheikhpura,Bihar,
Bairagana,Ê843313,Sitamarhi,Sitamarhi,Bihar,
Bairagania Bazar,Ê843313,Sitamarhi,Sitamarhi,Bihar,
Bairagi,Ê823002,Gaya,Gaya,Bihar,
Bairia,Ê845466,Purba Champaran,Motihari,Bihar,
Bairia,Ê845466,Purba Champaran,Motihari,Bihar,
Baisi,Ê854315,Purnia,Purnia,Bihar,
Baisi,Ê854315,Purnia,Purnia,Bihar,
Bajitpur,Ê848509,Samastipur,Samastipur,Bihar,
Bajitpur Karnail,Ê848510,Samastipur,Samastipur,Bihar,
Bajpatti,Ê843314,Sitamarhi,Sitamarhi,Bihar,
Bakarpur Jagat,Ê845413,Purba Champaran,Motihari,Bihar,
Bakerganj,Ê841246,Saran,Saran,Bihar,
Bakhra,Ê843101,Muzaffarpur,Muzaffarpur,Bihar,
Bakhri Bazar,Ê848201,Begusarai,Begusarai,Bihar,
Bakhtiarpur,Ê803212,Patna,Bakhtiarpur,Bihar,
Bakhtiarpur,Ê803212,Patna,Bakhtiarpur,Bihar,
Balarampur,Ê855121,Purnia,Purnia,Bihar,
Balha,Ê851219,Khagaria,Khagaria,Bihar,
Balika Vidyapith,Ê811311,Munger,Munger,Bihar,
Ball Jainarain,Ê848151,Samastipur,Samastipur,Bihar,
Ballia,Ê854208,Purnia,Purnia,Bihar,
Balua Bazar,Ê854339,Saharsa,Saharsa,Bihar,
Balukaram,Ê844113,Vaishali,Hazipur,Bihar,
Banaili,Ê854201,Purnia,Purnia,Bihar,
Banbhnaul,Ê802211,Rohtas,Sasara,Bihar,
Bandhuganj,Ê804432,Gaya,Gaya,Bihar,
Bangaon,Ê852212,Saharsa,Saharsa,Bihar,
Banghara,Ê848116,Samastipur,Samastipur,Bihar,
Baniapur,Ê841403,Saran,Saran,Bihar,
Baniapur,Ê841403,Saran,Saran,Bihar,
Banjari,Ê821303,Rohtas,Sasara,Bihar,
Bank Road,Ê800001,Patna,Patna,Bihar,
Banka,Ê813102,Banka,Banka,Bihar,
Banka,Ê813102,Bhagalpur,Bhagalpur,Bihar,
Bankey Bazar,Ê824217,Gaya,Gaya,Bihar,
Bankipur,Ê800004,Patna,Patna,Bihar,
Banmankhi,Ê854202,Purnia,Purnia,Bihar,
Banmankhi,Ê854202,Purnia,Purnia,Bihar,
Bansgopal,Ê805140,Gaya,Gaya,Bihar,
Banta South,Ê846001,Darbhanga,Darbhanga,Bihar,
Barachakia,Ê845412,Purba Champaran,Motihari,Bihar,
Barachatti,Ê824201,Gaya,Gaya,Bihar,
Barahat,Ê813103,Bhagalpur,Bhagalpur,Bihar,
Barahiya,Ê811302,Lakhisarai,Barahiya,Bihar,
Barahiya,Ê811302,Lakhisarai,Barahiya,Bihar,
Barari,Ê812003,Bhagalpur,Bhagalpur,Bihar,
Barari,Ê812003,Bhagalpur,Bhagalpur,Bihar,
Barari Bihta,Ê843343,Sitamarhi,Sitamarhi,Bihar,
Barauni,Ê851112,Begusarai,Begusarai,Bihar,
Barauni,Ê851112,Begusarai,Begusarai,Bihar,
Barauni Deorhi,Ê851113,Begusarai,Begusarai,Bihar,
Barauni Oil Refinery,Ê851114,Begusarai,Begusarai,Bihar,
Barauni Thermal Power Project,Ê851116,Begusarai,Begusarai,Bihar,
Barauni Urvaraknagar,Ê851115,Begusarai,Begusarai,Bihar,
Barbatta,Ê848138,Samastipur,Samastipur,Bihar,
Barbigha College Roadd Barbi,Ê811101,Sheikhpura,Sheikhpura,Bihar,
Bareja,Ê841201,Saran,Saran,Bihar,
Barh,Ê803213,Patna,Barh,Bihar,
Barh College,Ê803213,Patna,Patna,Bihar,
Barh Court,Ê803213,Patna,Patna,Bihar,
Barh R S,Ê803214,Patna,Patna,Bihar,
Barhampur,Ê802112,Bhojpur,Arrah,Bihar,
Barhampur,Ê802112,Bhojpur,Arrah,Bihar,
Barhampur Chausasta,Ê802112,Bhojpur,Arrah,Bihar,
Barhara,Ê802311,Bhojpur,Arrah,Bihar,
Barhara,Ê802311,Bhojpur,Arrah,Bihar,
Barhara Kothi,Ê854203,Purnia,Purnia,Bihar,
Barharia,Ê841232,Saran,Saran,Bihar,
Barharia,Ê841232,Saran,Saran,Bihar,
Barharwa,Ê843315,Sitamarhi,Sitamarhi,Bihar,
Barharwa Kala,Ê845486,Purba Champaran,Motihari,Bihar,
Barhauna,Ê848508,Samastipur,Samastipur,Bihar,
Bari Ballia,Ê851220,Begusarai,Begusarai,Bihar,
Bariarpur,Ê845488,Purba Champaran,Motihari,Bihar,
Bariarpur,Ê811211,Munger,Munger,Bihar,
Bariarpur,Ê843102,Muzaffarpur,Muzaffarpur,Bihar,
Barkagaon,Ê802237,Bhojpur,Arrah,Bihar,
Barkarajpur,Ê802113,Bhojpur,Arrah,Bihar,
Barmania,Ê845499,Purba Champaran,Motihari,Bihar,
Baro,Ê851118,Begusarai,Begusarai,Bihar,
Barouli,Ê841405,Gopalganj,Gopalganj,Bihar,
Barsoi,Ê855102,Purnia,Purnia,Bihar,
Barsoighat,Ê854317,Katihar, Katihar,Bihar,
Barun,Ê824112,Aurangabad,Aurangabad,Bihar,
Barun,Ê824112,Aurangabad,Aurangabad,Bihar,
Baruraj,Ê843132,Muzaffarpur,Muzaffarpur,Bihar,
Barwat Pasrain,Ê845462,Purba Champaran,Motihari,Bihar,
Barwat Sena,Ê845465,Purba Champaran,Motihari,Bihar,
Basahi,Ê821117,Kaimur,Kaimur,Bihar,
Basaith Chanpura,Ê847102,Madhubani,Madhubani,Bihar,
Basant,Ê841202,Sheikhpura,Sheikhpura,Bihar,
Basantpatti,Ê843338,Sitamarhi,Sitamarhi,Bihar,
Basantpur,Ê854369,Saharsa,Saharsa,Bihar,
Basantpur,Ê854369,Saharsa,Saharsa,Bihar,
Basantpur,Ê841405,Siwan,Siwan,Bihar,
Basantrai,Ê814155,Aurangabad,Aurangabad,Bihar,
Basauli,Ê847122,Buxar,Buxar ,Bihar,
Basbitti,Ê852160,Saharsa,Saharsa,Bihar,
Basdeopur,Ê811202,Munger,Munger,Bihar,
Basdeopur Chandel,Ê844501,Vaishali,Hazipur,Bihar,
Basopatti,Ê857225,Madhubani,Madhubani,Bihar,
Basopatti,Ê857225,Madhubani,Madhubani,Bihar,
Basti Jalal,Ê841249,Saran,Saran,Bihar,
Baswaria,Ê845463,Purba Champaran,Motihari,Bihar,
Bataganj,Ê800018,Patna,Patna,Bihar,
Bathnaha,Ê854316,Purnia,Purnia,Bihar,
Bathnaha,Ê843352,Sitamarhi,Sitamarhi,Bihar,
Bathua Bazar,Ê841425,Gopalganj,Gopalganj,Bihar,
Bathua Buzrug,Ê848136,Samastipur,Samastipur,Bihar,
Baulia,Ê821304,Rohtas,Sasara,Bihar,
Baunsi,Ê813104,Bhagalpur,Bhagalpur,Bihar,
Begampur,Ê800009,Patna,Patna,Bihar,
Begusarai,Ê851101,Begusarai,Begusarai,Bihar,
Begusarai Court,Ê851101,Begusarai,Begusarai,Bihar,
Behariganj,Ê852101,Madhepura,Madhepura,Bihar,
Behea,Ê802152,Bhojpur,Behea,Bihar,
Behea Bazar,Ê802152,Bhojpur,Arrah,Bihar,
Bela,Ê845489,Purba Champaran,Motihari,Bihar,
Belaganj,Ê804403,Gaya,Gaya,Bihar,
Belaganj,Ê804403,Gaya,Gaya,Bihar,
Belamegh,Ê848118,Samastipur,Samastipur,Bihar,
Belamuchhpakauni,Ê843353,Sitamarhi,Sitamarhi,Bihar,
Belari,Ê852151,Saharsa,Saharsa,Bihar,
Belari,Ê848137,Samastipur,Samastipur,Bihar,
Belari Milki,Ê852161,Khagaria,Khagaria,Bihar,
Belbagh Bettiah,Ê845438,West Champaran,Betia,Bihar,
Belhar,Ê813202,Bhagalpur,Bhagalpur,Bihar,
Belhar,Ê813202,Bhagalpur,Bhagalpur,Bihar,
Belhauri,Ê801102,Patna,Patna,Bihar,
Bellan Bazar,Ê811201,Munger,Munger,Bihar,
Belsand,Ê843316,Sitamarhi,Belsand,Bihar,
Belsand,Ê843316,Sitamarhi,Sitamarhi,Bihar,
Belsandi,Ê848219,Samastipur,Samastipur,Bihar,
Belsandi Tara,Ê848237,Samastipur,Samastipur,Bihar,
Belwa,Ê854367,Purnia,Purnia,Bihar,
Benipatti,Ê847223,Madhubani,Madhubani,Bihar,
Benipatti,Ê847223,Madhubani,Madhubani,Bihar,
Benipur,Ê847103,Darbhanga,Darbhanga,Bihar,
Benipur,Ê847103,Darbhanga,Darbhanga,Bihar,
Benwalia,Ê802151,Bhojpur,Arrah,Bihar,
Berikheriawan,Ê824218,Aurangabad,Aurangabad,Bihar,
Bettiah,Ê845438,West Champaran,Bettiah,Bihar,
Bettiah City,Ê845438,West Champaran,Betia,Bihar,
Bettiah Dih,Ê845460,West Champaran,Betia,Bihar,
Bettiah R S,Ê845438,West Champaran,Betia,Bihar,
Bhabua,Ê821101,Rohtas,Bhabua,Bihar,
Bhadas,Ê851221,Begusarai,Begusarai,Bihar,
Bhadaur,Ê803307,Patna,Patna,Bihar,
Bhagalpur,Ê812001,Bhagalpur,Bhagalpur,Bihar,
Bhagalpur City,Ê812002,Bhagalpur,Bhagalpur,Bihar,
Bhagalpur Dist Bd,Ê812001,Bhagalpur,Bhagalpur,Bihar,
Bhagalpur Eng College,Ê813210,Bhagalpur,Bhagalpur,Bihar,
Bhaglpur Central Jail,Ê812001,Bhagalpur,Bhagalpur,Bihar,
Bhagwanbazar Distt Board,Ê841301,Saran,Saran,Bihar,
Bhagwanpur,Ê821102,Kaimur,Kaimur,Bihar,
Bhagwanpur,Ê841408,Kaimur,Kaimur,Bihar,
Bhagwanpur,Ê844114,Kaimur,Kaimur,Bihar,
Bhagwanpur Desua,Ê848150,Kaimur,Kaimur,Bihar,
Bhagwatpur,Ê848135,Samastipur,Samastipur,Bihar,
Bhairopour Deorhi,Ê844137,Vaishali,Hazipur,Bihar,
Bhakurhar,Ê843354,Sitamarhi,Sitamarhi,Bihar,
Bhandartal,Ê854125,Katihar, Katihar,Bihar,
Bhangahi,Ê854354,Purnia,Purnia,Bihar,
Bhaptiahi Bazar,Ê852105,Saharsa,Saharsa,Bihar,
Bharkho,Ê813126,Bhagalpur,Bhagalpur,Bihar,
Bharpura,Ê848238,Samastipur,Samastipur,Bihar,
Bharwara,Ê847104,Darbhanga,Darbhanga,Bihar,
Bharwari,Ê843133,Muzaffarpur,Muzaffarpur,Bihar,
Bharwari,Ê848218,Samastipur,Samastipur,Bihar,
Bhasarmachha,Ê843335,Sitamarhi,Sitamarhi,Bihar,
Bhathar,Ê801307,Nalanda,Biharsharif,Bihar,
Bhatta Bazar,Ê854301,Purnia,Purnia,Bihar,
Bhaur,Ê847241,Madhubani,Madhubani,Bihar,
Bhawanipur,Ê853206,Purnia,Purnia,Bihar,
Bhawanipur,Ê853206,Purnia,Purnia,Bihar,
Bhelahi,Ê845311,West Champaran,Betia,Bihar,
Bhimnagar Barrage,Ê854338,Saharsa,Saharsa,Bihar,
Bhirha,Ê848216,Samastipur,Samastipur,Bihar,
Bhirkhi,Ê852143,Saharsa,Saharsa,Bihar,
Bhitha Dharampur,Ê843344,Sitamarhi,Sitamarhi,Bihar,
Bhojpur,802128,Bhojpur,Arrah,Bihar,
Bhojpur,802178,Bhojpur,Arrah,Bihar,
Bhojpur,802231,Bhojpur,Arrah,Bihar,
Bhore,Ê841426,Gopalganj,Gopalganj,Bihar,
Bhowra,Ê847212,Madhubani,Madhubani,Bihar,
Bhurna,Ê813119,Bhagalpur,Bhagalpur,Bihar,
Bhuswar,Ê848220,Samastipur,Samastipur,Bihar,
Bhutahi,Ê843317,Sitamarhi,Sitamarhi,Bihar,
Bhuwan Chapra,Ê845490,Purba Champaran,Motihari,Bihar,
Bidhupur Bazar,Ê844503,Vaishali,Hazipur,Bihar,
Bidhupur R S,Ê844502,Vaishali,Hazipur,Bihar,
Bihar Governers Camp,Ê800022,Patna,Patna,Bihar,
Bihar Public,Ê800001,Patna,Patna,Bihar,
Bihar Regimental Centre,Ê801503,Patna,Patna,Bihar,
Bihar School Exam Board,Ê800017,Patna,Patna,Bihar,
Bihar University,Ê842001,Muzaffarpur,Muzaffarpur,Bihar,
Bihar Veterinary College,Ê800014,Patna,Patna,Bihar,
Biharsharif,Ê803101,Nalanda,Biharsharif,Bihar,
Bihat,Ê851135,Begusarai,Begusarai,Bihar,
Bihpur,Ê853201,Bhagalpur,Bhagalpur,Bihar,
Bihpur,Ê853201,Bhagalpur,Bhagalpur,Bihar,
Bihta,Ê801103,Patna,Patna,Bihar,
Bihta,Ê801103,Patna,Patna,Bihar,
Bijaipur,Ê841508,Gopalganj,Gopalganj,Bihar,
Bijaipur,Ê841508,Gopalganj,Gopalganj,Bihar,
Bikram,Ê801104,Patna,Patna,Bihar,
Bikram,Ê801104,Patna,Patna,Bihar,
Bikramganj,Ê802212,Rohtas,Bikramganj,Bihar,
Bina,Ê852148,Saharsa,Saharsa,Bihar,
Bind,Ê811108,Nalanda,Biharsharif,Bihar,
Bind,Ê811108,Nalanda,Biharsharif,Bihar,
Birana Lakhansen,Ê844135,Vaishali,Hazipur,Bihar,
Birhima Bazar,Ê843127,Muzaffarpur,Muzaffarpur,Bihar,
Birnagar,Ê845363,Purba Champaran,Motihari,Bihar,
Biroul,Ê847203,Darbhanga,Darbhanga,Bihar,
Birouli Rural Institute,Ê848113,Samastipur,Samastipur,Bihar,
Birpur,Ê847240,Madhubani,Birpur,Bihar,
Birpur,Ê854340,Saharsa,Birpur,Bihar,
Bisfi,Ê847123,Darbhanga,Darbhanga,Bihar,
Bisfi,Ê847123,Darbhanga,Darbhanga,Bihar,
Bishanpur Bathua,Ê848159,Samastipur,Samastipur,Bihar,
Bishunpur,Ê854207,Purnia,Purnia,Bihar,
Bishunpur Deorhi,Ê854207,Purnia,Purnia,Bihar,
Bishunpura,Ê841407,Gopalganj,Gopalganj,Bihar,
